"ID","WT","treat2","log2FoldChange","pvalue","padj"
"AT1G01520",1260.65720759385,290.83101145443,-2.11597995115795,4.80656221989121e-05,0.000488225775506781
"AT1G01810",15.6033954103592,6.76533570865572,-1.20789055209963,0.0345001766606061,0.11449364084405
"AT1G02460",98.0888154151407,48.9092820565829,-1.00264041735609,0.000150028914557391,0.00132029286168837
"AT1G03440",1248.17230525557,547.496928540955,-1.18964546659421,7.68271291854567e-23,4.6479420558633e-21
"AT1G04380",14.5079457334053,2.60157785484975,-2.48703749275988,0.00202258030935456,0.012104977705245
"AT1G04267",12.3581185868453,3.48415741042822,-1.80987284902676,0.00920709155088885,0.0418574047535846
"AT1G04273",15.9392516892182,3.82846946543064,-2.05084657737809,0.00201504731293578,0.0120722371386299
"AT1G04770",2084.63206526356,97.1292677688334,-4.42548523357623,2.45425820325287e-133,1.59615409202109e-130
"AT1G05100",48.4779794438801,23.5655997818267,-1.04202670211695,0.0176648778922847,0.0688280555986122
"AT1G05170",1125.31288379794,533.480700568108,-1.07690698755772,4.80890112179303e-07,7.51106083819481e-06
"AT1G04357",12.5102115139021,4.15388019526526,-1.58739917093489,0.0202542152035729,0.0767595461143156
"AT1G06830",167.600630021121,82.2281867960717,-1.02551911287591,1.050856491275e-05,0.000124135736782148
"AT1G07400",188.815755344607,70.4289533123131,-1.41988216818965,1.23909839870224e-06,1.79746039707655e-05
"AT1G07900",55.3339733956223,4.76604501268529,-3.53214092842258,3.98416582597704e-05,0.000412566450613005
"AT1G08440",23.0983814114082,1.88588274496362,-3.59067317635169,1.50793859327203e-05,0.00017264237791823
"AT1G08570",8140.72883968071,2370.88089798433,-1.77995067115266,4.86934908537554e-50,6.82671078658069e-48
"AT1G10640",2433.76381092941,975.213670722874,-1.31944491352251,6.73757335822312e-10,1.53599615419745e-08
"AT1G12020",683.611997000211,269.281048447251,-1.34417793184386,8.20958567277796e-26,5.49174369590715e-24
"AT1G12030",281.192495268359,62.5865988550143,-2.16807712164126,5.40521831490032e-09,1.10816441687181e-07
"AT1G12060",229.493899641184,93.9436453044457,-1.28552793870863,8.51692951626811e-12,2.43179110688275e-10
"AT1G12805",55.0292739972733,25.2154544713131,-1.1282554974554,0.0119500018335768,0.0513273514822115
"AT1G14200",471.120553435698,54.827460641841,-3.10826039600517,1.21466633323951e-47,1.60672219548795e-45
"AT1G14430",275.327658586065,113.967711466013,-1.27105357911334,6.39798397411694e-14,2.15533811202878e-12
"AT1G15550",887.225253164912,403.58502489149,-1.13558053879033,1.73847517392089e-14,6.20471329984904e-13
"AT1G05207",296.836904688922,42.4358243869943,-2.80515131412584,1.83212818843904e-56,2.85970781839489e-54
"AT1G16400",874.693784767208,430.448451040126,-1.02202681226611,2.87427016351938e-10,6.9736049055419e-09
"AT1G17710",259.456982834537,114.48299616869,-1.18030960099735,0.0398561641242526,0.12735804157788
"AT1G17830",290.95907283269,142.807802298643,-1.02701945836293,4.25329592722422e-05,0.000437724912281761
"AT1G18000",8.59322213267018,2.27616712501513,-1.92503873120139,0.0380211432687808,0.123209553958749
"AT1G18010",6.46967134799787,1.28188760225707,-2.33087660290658,0.0416572967017422,0.131808504922803
