"","col.0h.1","col.0h.2","col.0h.3","col.24h.1","col.24h.2","col.24h.3","col.3h.1","col.3h.2","col.3h.3"
"AT1G30750",165.957440669706,153.722259654308,157.559701153951,37.8009383776835,60.9297449710996,59.2912607474225,151.722155310076,152.292221562603,111.366654021751
"AT1G30755",176.271179920366,197.520221902183,182.847060598412,84.7657406045024,104.000771588601,137.966202893041,216.089130290109,225.509635775393,207.683760202726
"AT1G30760",200.649109058289,163.168878962673,159.504882649679,223.369181322675,246.870518417386,172.172699478092,179.30800173009,176.698026300199,167.55163262732
"AT1G30780",0,0,0,0,2.10102568865861,0,0,1.95246437900773,0
"AT1G30810",595.384038560811,595.995800000501,630.238804615803,556.704728834975,684.934374502706,611.156072319586,675.85323729034,699.95847987427,734.417934629929
"AT1G30814",0,1.71756714697551,0,0,0,0,2.75858464200139,0,0
"AT1G30820",1484.24083943585,1885.88872737911,2601.68025053592,6725.13058228424,7901.95761504503,9540.19189757085,2662.95370774534,3104.41836262229,3214.58341879002
"AT1G30825",263.469157221398,290.268847838861,362.776348953232,294.389126153475,326.709494586414,315.839985135308,467.120332712235,429.5421633817,438.44349376131
"AT1G30835",595.384038560811,617.465389337695,628.293623120075,731.96362494969,657.621040550144,753.683141423967,569.187964466286,567.190902101745,537.77050951044
"AT1G30840",300.973663587434,259.352639193302,323.872719038677,139.748923699315,203.799491799885,199.537896746133,222.525827788112,238.200654238943,249.822494156902
"AT1G30845",82.5099140052778,72.9966037464591,59.3280356196975,56.1286660759543,34.666923862867,41.0477959020617,81.8380110460411,62.4788601282473,47.155249901102
"AT1G30850",9.37612659150884,12.0229700288286,14.5888612179584,3.43644894342577,8.40410275463443,3.42064965850515,3.67811285600185,9.76232189503864,6.01981913631089
"AT1G30860",98.4493292108428,102.195245245043,119.628661987259,130.585059850179,100.849233055613,143.667285657216,76.3208417620384,96.6469867608825,111.366654021751
"AT1G30870",303.786501564886,328.055325072322,254.81877594034,243.98787498323,244.769492728728,180.154215347938,297.92714133615,330.94271224181,276.911680270301
"AT1G30880",1601.44242182971,1547.52799942493,1490.98161647535,2216.50956850962,2031.69184093287,2238.2450932152,1575.15183058279,1601.99702297584,1490.90853942633
"AT1G30890",366.606549727996,313.45600432303,364.72153044896,521.194756419576,476.932831325504,493.713767377576,412.868168086207,391.469107991049,393.294850238978
"AT1G30900",266.281995198851,267.940474928179,328.735672777996,119.13023003876,183.839747757628,147.087935315721,253.789787064128,235.271957670431,271.895164323375
"AT1G30910",690.082917135051,667.274836599985,634.129167607259,407.791941286525,477.983344169833,522.219181198452,520.452969124262,656.028031346597,669.203227319894
"AT1G30920",4.68806329575442,0,0.972590747863893,1.14548298114192,3.15153853298791,0,0,0,0
"AT1G30935",32.8164430702809,43.7979622478754,30.1503131837807,22.9096596228385,33.6164110185377,30.7858469265463,34.0225439180171,35.1443588221391,15.0495478407772
"AT1G30940",0,0.858783573487754,0,3.43644894342577,1.0505128443293,1.14021655283505,2.75858464200139,1.95246437900773,0
"AT1G30950",0.937612659150884,1.71756714697551,0.972590747863893,0,1.0505128443293,0,0,0.976232189503864,1.00330318938515
"AT1G30960",198.773883739987,198.379005475671,170.203380876181,501.721545740163,390.790778090501,441.263805947164,143.446401384072,143.506131857068,118.389776347448
"AT1G30970",788.532246345894,840.749118444511,805.305139231304,1175.26553865161,1295.28233705803,1332.91315026417,761.369361192383,732.174142127898,710.338658084685
"AT1G30990",11.2513519098106,15.4581043227796,17.5066334615501,27.4915915474062,19.9597440422568,7.98151586984534,8.27575392600416,25.3820369271005,14.0462446513921
"AT1G31010",189.397757148479,167.462796830112,188.682605085595,213.059834492398,214.304620243178,191.556380876288,168.273663162085,172.793097542184,167.55163262732
"AT1G31020",198.773883739987,231.871564841693,212.997373782193,359.681656078564,322.507443209096,335.223666533504,244.594504924123,207.937456364323,225.743217611658
"AT1G31040",149.080412804991,177.768199711965,217.860327521512,58.4196320382382,35.7174367071963,36.4869296907216,126.894893532064,142.529899667564,153.505387975928
"AT1G31050",180.959243216121,162.310095389185,181.874469850548,174.113413133573,241.61795419574,194.977030534793,138.84876031407,119.100327119471,111.366654021751
"AT1G31070",837.28810462174,801.245074064074,991.069972073307,930.132180687243,958.067714028325,863.143930496132,839.529259382422,784.890680361107,823.711918485207
"AT1G31095",0.937612659150884,0.858783573487754,0,1.14548298114192,0,1.14021655283505,0,0,0
"AT1G31120",519.43741316959,575.384994236795,582.581857970472,398.62807743739,430.710266175015,438.983372841494,640.911165158322,668.719049810147,652.147073100346
"AT1G31130",2097.43951852053,2127.20691152917,1972.41403666798,1752.58896114714,1861.50876015153,1855.13233146262,2696.97625166336,2624.11212538639,2980.81377566328
"AT1G31140",0,0.858783573487754,0,2.29096596228385,3.15153853298791,0,0.919528214000462,1.95246437900773,0
"AT1G31150",383.483577592712,395.899227377854,411.405886346427,357.39069011628,288.891032190559,265.670456810566,383.443265238193,455.900432498304,426.403855488688
"AT1G31160",666.642600656279,636.358627954426,672.06020677395,683.853339741729,589.33770566874,647.643002010308,617.00343159431,541.808865174644,554.826663729987
"AT1G31170",880.41828694268,893.134916427264,848.099132137315,562.432143740685,675.479758903743,753.683141423967,852.402654378428,874.704041795462,817.692099348896
"AT1G06413",0,0,0,0,0,0,0.919528214000462,1.95246437900773,0
"AT1G06417",0,0,0,3.43644894342577,7.35358991030513,1.14021655283505,58.8498056960296,85.90843267634,72.2378296357307
"AT1G31175",180.959243216121,192.367520461257,208.134420042873,223.369181322675,209.052056021532,198.397680193298,555.395041256279,634.550923177512,560.846482866298
"AT1G31180",2248.39515664382,2323.86834985786,2239.87649233055,2229.10988130219,2088.41953452666,2280.4331056701,1971.46849081699,2055.94499109514,1848.08447484744
"AT1G31190",1370.78970767859,1254.68280086561,1261.45019997947,1358.54281563432,1334.15131229822,1259.93929088273,1079.52612323654,1245.67227380693,1231.05301337558
"AT1G31200",8.43851393235796,10.305402881853,9.72590747863893,3.43644894342577,6.30307706597582,1.14021655283505,20.2296207080102,13.6672506530541,10.0330318938515
"AT1G31210",0,0,0.972590747863893,0,0,1.14021655283505,0.919528214000462,0,0
"AT1G31220",199.711496399138,206.108057637061,256.763957436068,341.353928380293,264.729236770985,278.212838891752,298.84666955015,275.29747744009,290.957924921693
"AT1G31230",3320.08642605328,3091.62086455591,3170.64583803629,1824.75438895909,1290.02977283639,1271.34145641108,2078.13376364104,2148.687049098,2182.1844369127
"AT1G31240",16.8770278647159,16.3168878962673,13.6162704700945,10.3093468302773,10.505128443293,7.98151586984534,10.1148103540051,9.76232189503864,11.0363350832366
"AT1G31250",1.87522531830177,2.57635072046326,0.972590747863893,0,3.15153853298791,3.42064965850515,1.83905642800092,1.95246437900773,2.0066063787703
"AT1G31258",184.709693852724,182.920901152892,173.121153119773,254.297221813507,209.052056021532,281.633488550257,209.652432792105,192.317741332261,182.601180468097
"AT1G31270",2.81283797745265,0,0,0,0,0,0,0.976232189503864,0
"AT1G31280",864.478871737115,754.870761095735,832.537680171493,1955.33944880927,1481.22311050432,1583.76079188788,582.061359462292,607.216421871403,714.351870842226
"AT1G31290",78.7594633686743,82.4432230548244,76.8346690812476,37.8009383776835,31.5153853298791,28.5054138208762,79.9989546180402,94.6945223818748,111.366654021751
"AT1G31300",1116.6966770487,1195.42673429495,1251.72429250083,1129.44621940594,1006.39130486747,957.781904381441,1167.80083178059,1219.31400469033,1301.28423663254
"AT1G31310",152.830863441594,170.897931124063,180.901879102684,53.8377001136705,54.6266679051238,22.804331056701,117.699611392059,139.601203099053,128.422808241299
"AT1G31320",185.647306511875,189.791169740794,226.613644252287,27.4915915474062,16.8082055092689,25.0847641623711,86.4356521160434,68.3362532652705,89.2939838552782
"AT1G31330",56665.5586684428,52745.6283000443,62865.3481696785,53419.5988255537,58611.2631236649,59734.8049864754,55423.6435706639,59338.3211746134,61351.9900309018
"AT1G31335",258.781093925644,243.035751297034,253.846185192476,142.039889661599,158.627439493725,115.16187183634,205.054791722103,197.198902279781,224.739914422273
"AT1G31340",1390.47957352076,1342.27872536136,1345.09300429576,1213.0664770293,1223.84746364364,1205.20889634665,1387.5680749267,1321.81838458823,1268.17523138283
"AT1G31350",291.597536995925,287.692497118398,216.887736773648,218.787249398108,183.839747757628,157.349884291237,379.765152382191,365.110838874445,325.070233360788
"AT1G31355",41.2549570026389,36.9276936599734,28.2051316880529,59.5651150193801,67.2328220370755,63.8521269587627,88.2747085440444,87.8608970553477,62.2047977418792
"AT1G31360",299.098438269132,338.360727954175,325.817900534404,316.153302795171,275.234365214278,330.662800322164,297.92714133615,293.845889040663,285.941408974767
"AT1G31400",0.937612659150884,0,0,2.29096596228385,2.10102568865861,2.2804331056701,2.75858464200139,0,1.00330318938515
"AT1G31410",795.09553495995,723.954552450176,737.223786880831,650.634333288613,619.802578154289,563.266977100514,694.243801570349,726.316748990875,745.454269713165
"AT1G31420",3568.55378072826,3548.4937256514,3352.52030788684,3508.61437123772,3160.99314858688,2989.6478015335,3297.42817540566,3195.20795624615,3353.03925892517
"AT1G31430",69.3833367771654,42.9391786743877,51.5473096367864,113.402815133051,75.6369247917099,107.180355966495,38.6201849880194,47.8353772856893,54.178372226798
"AT1G31440",2111.50370840779,2213.08526887794,2058.97461322786,1843.08211665736,1645.10311421969,1786.71933829252,1488.71617846675,1727.93097542184,1679.52953903074
"AT1G31460",187.522531830177,168.3215804036,175.066334615501,144.330855623882,113.455387187565,112.88143873067,165.515078520083,166.935704405161,170.561542195475
"AT1G31470",143.454736850085,137.405371758041,143.943430683856,171.822447171289,192.243850512263,229.183527119845,146.204986026073,140.577435288556,166.548329437935
"AT1G31480",421.925696617898,408.780980980171,390.008889893421,430.701600909364,267.880775303973,267.950889916236,336.547326324169,390.492875801546,463.526073495939
"AT1G31490",0,0,0,2.29096596228385,0,0,1.83905642800092,1.95246437900773,0
"AT1G31500",463.180653620537,462.025562536411,473.651694209716,599.087599137227,573.5800130038,571.248492970359,474.476558424238,504.712041973498,455.499647980857
"AT1G31540",748.214902002406,930.921393660725,869.496128590321,748.000386685677,773.177453426368,791.310287667524,1620.20871306881,1916.34378799608,2151.08203804176
"AT1G31550",231.590326810268,173.474281844526,151.724156666767,184.42275996385,121.859489942199,120.862954600515,197.698566010099,163.030775647145,164.541723059164
"AT1G31570",6.56328861405619,8.58783573487754,14.5888612179584,14.891278754845,8.40410275463443,3.42064965850515,2.75858464200139,4.88116094751932,3.00990956815545
"AT1G31580",15115.2536781714,15976.8096011662,14089.9221643042,3730.83806957925,4409.00240765009,3931.46667417525,12471.5611664883,11807.5283320492,12828.2345794785
"AT1G31600",858.85319578221,892.276132853776,791.688868761209,1198.17519827445,1269.0195159498,1415.0087420683,885.505670082445,781.961983792595,790.602913235497
