"ID","WT","treat2","log2FoldChange","pvalue","padj"
"AT1G01140",1597.05889317126,3867.87650504608,1.27620999654917,6.04100975690139e-19,2.9839274565049e-17
"AT1G01240",355.905663200187,868.328072460898,1.28761800403945,3.9313475806422e-09,8.1817458582734e-08
"AT1G01300",1306.55083478959,2873.85894896342,1.13753300554705,5.37611630118441e-36,5.26656949621885e-34
"AT1G01310",1.89854404411044,48.6710622697874,4.71531039511534,5.85307295416051e-11,1.52603560217995e-09
"AT1G01470",1614.94397729822,3272.93281111811,1.01922588608518,6.42984896990241e-36,6.24655825445332e-34
"AT1G01500",211.319734084761,648.740647583909,1.61676245896924,1.67020634149665e-48,2.26037809673186e-46
"AT1G01560",19.6020003319215,104.513606959469,2.41447158808732,2.1004693761955e-21,1.19075761512991e-19
"AT1G02430",3.35612636181107,13.8543741633188,2.03944587685271,0.00236813880475801,0.0137957785110224
"AT1G02440",0.598798744212879,11.1978003167929,4.19707143797404,0.000620848342074584,0.00452409655555313
"AT1G02620",5.01208903029724,18.7230954765566,1.91226806808481,0.0111910376482153,0.0487925073477961
"AT1G02640",642.675965061691,1365.0812806773,1.08687760905341,0.0316095336183331,0.107163916971624
"AT1G02660",386.474363869048,4214.53478566791,3.44694909079997,6.49197557262464e-58,1.0482525798749e-55
"AT1G04157",0,2.58353052159556,3.92784729261168,0.0169158405882464,0.0666415237578013
"AT1G03390",0.312537553050295,3.86541812385263,3.54867808209861,0.0361019960786505,0.118549233406654
"AT1G03410",29.3225137477028,66.6900482788258,1.1885120622487,9.89250498819149e-05,0.000918371210501695
"AT1G04570",71.9677274940017,1568.76971759832,4.44695936503495,4.01126337643401e-86,1.1315145714753e-83
"AT1G05040",0,2.60157785484975,3.93490317389861,0.0194388488152381,0.0742911067503764
"AT1G05061",12.3292346167672,32.4640616888686,1.38306103383558,0.00114286505851745,0.00751415321962062
"AT1G05330",1.53345376728473,11.1155448383989,2.85249004970768,0.00276272456700081,0.015711360283505
"AT1G05805",291.635323546207,941.776892856723,1.69082443453673,2.04472286794323e-19,1.04526411587674e-17
"AT1G05894",12.4399053085874,28.4317591193237,1.20017062137113,0.00432405475501197,0.0225929689754732
"AT1G06020",8.44147923350199,27.8122786191038,1.70349635341639,0.000215867478157303,0.0018147595210402
"AT1G06030",1.19759748842576,13.297205337575,3.44716936628028,0.000973425453537657,0.00659074902940346
"AT1G06250",56.6707908481879,119.698221268248,1.07946997815589,1.36389191177133e-05,0.000158004954627918
"AT1G06450",18.9711811350747,52.3878317680385,1.46359463606892,2.71369260600522e-06,3.67470705519955e-05
"AT1G04467",0.949272022055221,7.40457152595703,2.9971000195328,0.00571256897614585,0.0284147816950293
"AT1G06750",5.52335696202169,13.1378250615191,1.25224629176584,0.0351664010159535,0.116194037113536
"AT1G06920",0,6.30761570264649,5.22125983204132,0.0018034652518909,0.010993109071211
"AT1G06980",40.9274830829766,133.318275359917,1.70190217946625,1.42142136805933e-12,4.3389489557201e-11
"AT1G07050",24.9532533050454,194.336702814079,2.95345334243245,1.95746194302261e-31,1.59132140527737e-29
"AT1G07135",333.269680663779,3217.53439754759,3.27076071954997,4.66771264129603e-14,1.59540373825787e-12
"AT1G07330",6.46096962117257,83.9456588691018,3.70256918498458,1.99064671584307e-18,9.53108620818686e-17
"AT1G07430",103.410484362409,225.37802770538,1.12424236873336,0.0379047322676546,0.123019614164485
"AT1G07473",1.86060831931839,7.51797947696384,2.0171156345325,0.0462299085473778,0.142362337080068
"AT1G07476",0.858783573487754,7.02501879635984,2.96438219389755,0.0124199281957466,0.0527920430324524
"AT1G07710",18.6441977644528,52.059859062463,1.47927993707549,0.000128175517957159,0.00115466464098921
"AT1G07850",1.26180957510552,8.69633678675481,2.81074076365462,0.00712416308458577,0.0339780057648007
"AT1G08985",0,10.0357823564289,5.88612894104028,0.000109303278079029,0.00100049989567133
"AT1G09070",4927.89338152406,21413.2838881317,2.1194114484867,2.62083059753871e-27,1.84823815602934e-25
"AT1G09157",0.610458107117216,4.45953560801847,2.86749842173923,0.0470411460377263,0.144310056627527
"AT1G09350",154.519438319288,347.405031872165,1.17210177912564,4.57097130971053e-10,1.07020151274253e-08
"AT1G09400",7.84842458003537,60.4095035760606,2.93298207638096,2.15951577492416e-08,4.10062796742087e-07
"AT1G09570",2533.52152656323,5322.59778474444,1.07102543883703,3.52373025517337e-08,6.4910382741443e-07
"AT1G09575",110.846138795401,419.33365156362,1.92105771069889,3.66168557056293e-11,9.77548965377308e-10
"AT1G09650",8.43242747878807,18.2761071210017,1.13008183769301,0.0286336432995956,0.0993037313840071
"AT1G09930",4.29373902096196,14.1986862183213,1.72332875897092,0.00534976334093375,0.0269595370428932
"AT1G09950",18.2147165544705,249.669872489961,3.7805117248336,2.69590019247544e-28,1.9974402280515e-26
"AT1G10400",7.94187066468188,45.5601843849067,2.5169989645671,7.01338651836764e-10,1.58958778852412e-08
"AT1G10470",2093.19429516374,4833.73538708688,1.20754062271144,2.04243277987591e-29,1.56785175984376e-27
